2023-03-28 22:06:20,795 INFO  Logger.cs: 70 - 
2023-03-28 22:31:10,008 INFO  AssemblyExportForm.cs: 309 - Saving URDF package to C:\Users\mehme\Desktop\montaj steering yok v10
2023-03-28 22:31:10,009 INFO  ExportHelper.cs: 147 - Beginning the export process
2023-03-28 22:31:10,011 INFO  ExportHelper.cs: 153 - Creating package directories with name montaj steering yok v10 and save path C:\Users\mehme\Desktop
2023-03-28 22:31:13,403 INFO  ExportHelper.cs: 162 - Creating CMakeLists.txt at C:\Users\mehme\Desktop\montaj steering yok v10\CMakeLists.txt
2023-03-28 22:31:13,405 INFO  ExportHelper.cs: 166 - Creating joint names config at C:\Users\mehme\Desktop\montaj steering yok v10\config\joint_names_montaj steering yok v10.yaml
2023-03-28 22:31:13,406 INFO  ExportHelper.cs: 170 - Creating package.xml at C:\Users\mehme\Desktop\montaj steering yok v10\package.xml
2023-03-28 22:31:13,408 INFO  PackageXMLWriter.cs: 21 - Creating package.xml at C:\Users\mehme\Desktop\montaj steering yok v10\package.xml
2023-03-28 22:31:13,411 INFO  ExportHelper.cs: 177 - Creating RVIZ launch file in C:\Users\mehme\Desktop\montaj steering yok v10\launch\
2023-03-28 22:31:13,411 INFO  ExportHelper.cs: 182 - Creating Gazebo launch file in C:\Users\mehme\Desktop\montaj steering yok v10\launch\
2023-03-28 22:31:13,411 INFO  ExportHelper.cs: 187 - Saving existing STL preferences
2023-03-28 22:31:13,411 INFO  ExportHelper.cs: 450 - Saving users preferences
2023-03-28 22:31:13,411 INFO  ExportHelper.cs: 190 - Modifying STL preferences
2023-03-28 22:31:13,411 INFO  ExportHelper.cs: 464 - Setting STL preferences
2023-03-28 22:31:13,421 INFO  ExportHelper.cs: 196 - Found 0 hidden components 
2023-03-28 22:31:13,421 INFO  ExportHelper.cs: 197 - Hiding all components
2023-03-28 22:31:13,691 INFO  ExportHelper.cs: 204 - Beginning individual files export
2023-03-28 22:31:13,701 INFO  ExportHelper.cs: 270 - Exporting link: body
2023-03-28 22:31:13,701 INFO  ExportHelper.cs: 272 - Link body has 2 children
2023-03-28 22:31:13,701 INFO  ExportHelper.cs: 270 - Exporting link: leftLeg
2023-03-28 22:31:13,701 INFO  ExportHelper.cs: 272 - Link leftLeg has 2 children
2023-03-28 22:31:13,701 INFO  ExportHelper.cs: 270 - Exporting link: teker1
2023-03-28 22:31:13,701 INFO  ExportHelper.cs: 272 - Link teker1 has 0 children
2023-03-28 22:31:13,701 INFO  ExportHelper.cs: 317 - teker1: Exporting STL with coordinate frame Origin_teker11
2023-03-28 22:31:13,701 INFO  ExportHelper.cs: 322 - teker1: Reference geometry name 
2023-03-28 22:31:14,158 INFO  ExportHelper.cs: 330 - Saving STL to C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker1.STL
2023-03-28 22:31:14,248 INFO  ExportHelper.cs: 405 - Removing SW header in STL file
2023-03-28 22:31:14,248 WARN  ExportHelper.cs: 408 - Correcting the STL C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker1.STL failed. This STL may not be readable by ROS or other CAD programs
System.IO.IOException: Ýþlem, baþka bir iþlem tarafýndan kullanýldýðýndan 'C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker1.STL' dosyasýna eriþemiyor.
   konum: System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   konum: System.IO.FileStream.Init(String path, FileMode mode, FileAccess access, Int32 rights, Boolean useRights, FileShare share, Int32 bufferSize, FileOptions options, SECURITY_ATTRIBUTES secAttrs, String msgPath, Boolean bFromProxy, Boolean useLongPath, Boolean checkHost)
   konum: System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)
   konum: SW2URDF.URDFExport.ExportHelper.CorrectSTLMesh(String filename) C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelper.cs içinde: satýr 408
2023-03-28 22:31:14,248 WARN  ExportHelper.cs: 343 - There was an issue exporting the STL for teker1. It may not be readable by CAD programs that aren't SolidWorks
2023-03-28 22:31:14,248 INFO  ExportHelper.cs: 270 - Exporting link: teker2
2023-03-28 22:31:14,248 INFO  ExportHelper.cs: 272 - Link teker2 has 0 children
2023-03-28 22:31:14,248 INFO  ExportHelper.cs: 317 - teker2: Exporting STL with coordinate frame Origin_teker22
2023-03-28 22:31:14,248 INFO  ExportHelper.cs: 322 - teker2: Reference geometry name 
2023-03-28 22:31:14,278 INFO  ExportHelper.cs: 330 - Saving STL to C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker2.STL
2023-03-28 22:31:14,328 INFO  ExportHelper.cs: 405 - Removing SW header in STL file
2023-03-28 22:31:14,328 WARN  ExportHelper.cs: 408 - Correcting the STL C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker2.STL failed. This STL may not be readable by ROS or other CAD programs
System.IO.IOException: Ýþlem, baþka bir iþlem tarafýndan kullanýldýðýndan 'C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker2.STL' dosyasýna eriþemiyor.
   konum: System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   konum: System.IO.FileStream.Init(String path, FileMode mode, FileAccess access, Int32 rights, Boolean useRights, FileShare share, Int32 bufferSize, FileOptions options, SECURITY_ATTRIBUTES secAttrs, String msgPath, Boolean bFromProxy, Boolean useLongPath, Boolean checkHost)
   konum: System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)
   konum: SW2URDF.URDFExport.ExportHelper.CorrectSTLMesh(String filename) C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelper.cs içinde: satýr 408
2023-03-28 22:31:14,338 WARN  ExportHelper.cs: 343 - There was an issue exporting the STL for teker2. It may not be readable by CAD programs that aren't SolidWorks
2023-03-28 22:31:14,338 INFO  ExportHelper.cs: 317 - leftLeg: Exporting STL with coordinate frame Origin_LeftLegJoint
2023-03-28 22:31:14,338 INFO  ExportHelper.cs: 322 - leftLeg: Reference geometry name 
2023-03-28 22:31:14,478 INFO  ExportHelper.cs: 330 - Saving STL to C:\Users\mehme\Desktop\montaj steering yok v10\meshes\leftLeg.STL
2023-03-28 22:31:14,848 INFO  ExportHelper.cs: 405 - Removing SW header in STL file
2023-03-28 22:31:14,848 INFO  ExportHelper.cs: 270 - Exporting link: RightLeg
2023-03-28 22:31:14,848 INFO  ExportHelper.cs: 272 - Link RightLeg has 2 children
2023-03-28 22:31:14,848 INFO  ExportHelper.cs: 270 - Exporting link: teker3
2023-03-28 22:31:14,848 INFO  ExportHelper.cs: 272 - Link teker3 has 0 children
2023-03-28 22:31:14,848 INFO  ExportHelper.cs: 317 - teker3: Exporting STL with coordinate frame Origin_teker33
2023-03-28 22:31:14,848 INFO  ExportHelper.cs: 322 - teker3: Reference geometry name 
2023-03-28 22:31:14,878 INFO  ExportHelper.cs: 330 - Saving STL to C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker3.STL
2023-03-28 22:31:14,928 INFO  ExportHelper.cs: 405 - Removing SW header in STL file
2023-03-28 22:31:14,938 WARN  ExportHelper.cs: 408 - Correcting the STL C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker3.STL failed. This STL may not be readable by ROS or other CAD programs
System.IO.IOException: Ýþlem, baþka bir iþlem tarafýndan kullanýldýðýndan 'C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker3.STL' dosyasýna eriþemiyor.
   konum: System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   konum: System.IO.FileStream.Init(String path, FileMode mode, FileAccess access, Int32 rights, Boolean useRights, FileShare share, Int32 bufferSize, FileOptions options, SECURITY_ATTRIBUTES secAttrs, String msgPath, Boolean bFromProxy, Boolean useLongPath, Boolean checkHost)
   konum: System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)
   konum: SW2URDF.URDFExport.ExportHelper.CorrectSTLMesh(String filename) C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelper.cs içinde: satýr 408
2023-03-28 22:31:14,938 WARN  ExportHelper.cs: 343 - There was an issue exporting the STL for teker3. It may not be readable by CAD programs that aren't SolidWorks
2023-03-28 22:31:14,938 INFO  ExportHelper.cs: 270 - Exporting link: teker4
2023-03-28 22:31:14,938 INFO  ExportHelper.cs: 272 - Link teker4 has 0 children
2023-03-28 22:31:14,938 INFO  ExportHelper.cs: 317 - teker4: Exporting STL with coordinate frame Origin_teker44
2023-03-28 22:31:14,938 INFO  ExportHelper.cs: 322 - teker4: Reference geometry name 
2023-03-28 22:31:14,968 INFO  ExportHelper.cs: 330 - Saving STL to C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker4.STL
2023-03-28 22:31:15,018 INFO  ExportHelper.cs: 405 - Removing SW header in STL file
2023-03-28 22:31:15,018 WARN  ExportHelper.cs: 408 - Correcting the STL C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker4.STL failed. This STL may not be readable by ROS or other CAD programs
System.IO.IOException: Ýþlem, baþka bir iþlem tarafýndan kullanýldýðýndan 'C:\Users\mehme\Desktop\montaj steering yok v10\meshes\teker4.STL' dosyasýna eriþemiyor.
   konum: System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   konum: System.IO.FileStream.Init(String path, FileMode mode, FileAccess access, Int32 rights, Boolean useRights, FileShare share, Int32 bufferSize, FileOptions options, SECURITY_ATTRIBUTES secAttrs, String msgPath, Boolean bFromProxy, Boolean useLongPath, Boolean checkHost)
   konum: System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)
   konum: SW2URDF.URDFExport.ExportHelper.CorrectSTLMesh(String filename) C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelper.cs içinde: satýr 408
2023-03-28 22:31:15,018 WARN  ExportHelper.cs: 343 - There was an issue exporting the STL for teker4. It may not be readable by CAD programs that aren't SolidWorks
2023-03-28 22:31:15,018 INFO  ExportHelper.cs: 317 - RightLeg: Exporting STL with coordinate frame Origin_RightLegJoint
2023-03-28 22:31:15,018 INFO  ExportHelper.cs: 322 - RightLeg: Reference geometry name 
2023-03-28 22:31:15,158 INFO  ExportHelper.cs: 330 - Saving STL to C:\Users\mehme\Desktop\montaj steering yok v10\meshes\RightLeg.STL
2023-03-28 22:31:15,438 INFO  ExportHelper.cs: 405 - Removing SW header in STL file
2023-03-28 22:31:15,448 INFO  ExportHelper.cs: 317 - body: Exporting STL with coordinate frame Origin_global
2023-03-28 22:31:15,448 INFO  ExportHelper.cs: 322 - body: Reference geometry name 
2023-03-28 22:31:15,528 INFO  ExportHelper.cs: 330 - Saving STL to C:\Users\mehme\Desktop\montaj steering yok v10\meshes\body.STL
2023-03-28 22:31:15,658 INFO  ExportHelper.cs: 405 - Removing SW header in STL file
2023-03-28 22:31:15,658 WARN  ExportHelper.cs: 408 - Correcting the STL C:\Users\mehme\Desktop\montaj steering yok v10\meshes\body.STL failed. This STL may not be readable by ROS or other CAD programs
System.IO.IOException: Ýþlem, baþka bir iþlem tarafýndan kullanýldýðýndan 'C:\Users\mehme\Desktop\montaj steering yok v10\meshes\body.STL' dosyasýna eriþemiyor.
   konum: System.IO.__Error.WinIOError(Int32 errorCode, String maybeFullPath)
   konum: System.IO.FileStream.Init(String path, FileMode mode, FileAccess access, Int32 rights, Boolean useRights, FileShare share, Int32 bufferSize, FileOptions options, SECURITY_ATTRIBUTES secAttrs, String msgPath, Boolean bFromProxy, Boolean useLongPath, Boolean checkHost)
   konum: System.IO.FileStream..ctor(String path, FileMode mode, FileAccess access, FileShare share)
   konum: SW2URDF.URDFExport.ExportHelper.CorrectSTLMesh(String filename) C:\Users\Stephen Brawner\workspace\solidworks_urdf_exporter\SW2URDF\URDFExport\ExportHelper.cs içinde: satýr 408
2023-03-28 22:31:15,658 WARN  ExportHelper.cs: 343 - There was an issue exporting the STL for body. It may not be readable by CAD programs that aren't SolidWorks
2023-03-28 22:31:15,658 INFO  ExportHelper.cs: 145 - Showing all components except previously hidden components
2023-03-28 22:31:19,397 INFO  ExportHelper.cs: 145 - Resetting STL preferences
2023-03-28 22:31:19,397 INFO  ExportHelper.cs: 478 - Returning STL preferences to user preferences
2023-03-28 22:31:19,397 INFO  ExportHelper.cs: 228 - Writing URDF file to C:\Users\mehme\Desktop\montaj steering yok v10\urdf\montaj steering yok v10.urdf
2023-03-28 22:31:19,457 INFO  CSVImportExport.cs: 32 - Writing CSV file C:\Users\mehme\Desktop\montaj steering yok v10\urdf\montaj steering yok v10.csv
2023-03-28 22:31:19,487 ERROR CSVImportExport.cs: 130 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-03-28 22:31:19,487 ERROR CSVImportExport.cs: 130 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-03-28 22:31:19,487 ERROR CSVImportExport.cs: 130 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-03-28 22:31:19,487 ERROR CSVImportExport.cs: 130 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-03-28 22:31:19,487 ERROR CSVImportExport.cs: 130 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-03-28 22:31:19,487 ERROR CSVImportExport.cs: 130 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-03-28 22:31:19,487 ERROR CSVImportExport.cs: 130 - The following columns were not written to the CSV: Link.Joint.ChildLink.link,
2023-03-28 22:31:19,497 INFO  ExportHelper.cs: 234 - Copying log file
2023-03-28 22:31:19,497 INFO  ExportHelper.cs: 439 - Copying C:\Users\mehme\sw2urdf_logs\sw2urdf.log to C:\Users\mehme\Desktop\montaj steering yok v10\export.log
2023-03-28 22:31:19,497 INFO  ExportHelper.cs: 237 - Resetting STL preferences
2023-03-28 22:31:19,497 INFO  ExportHelper.cs: 478 - Returning STL preferences to user preferences
2023-03-28 22:49:14,673 INFO  SwAddin.cs: 294 - Assembly export called for file no_steering_urdf
2023-03-28 22:49:19,706 INFO  SwAddin.cs: 313 - Saving assembly
2023-03-28 22:49:20,344 INFO  SwAddin.cs: 316 - Opening property manager
2023-03-28 22:49:20,374 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from no_steering_urdf
2023-03-28 22:49:20,375 INFO  ExportHelperExtension.cs: 1136 - Found 41 in no_steering_urdf
2023-03-28 22:49:20,375 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in no_steering_urdf
2023-03-28 22:49:20,375 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-28 22:49:20,376 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-03-28 22:49:20,376 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from right_leg-1
2023-03-28 22:49:20,377 INFO  ExportHelperExtension.cs: 1136 - Found 34 in right_leg-1
2023-03-28 22:49:20,377 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in right_leg-1
2023-03-28 22:49:20,378 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from left_leg-1
2023-03-28 22:49:20,378 INFO  ExportHelperExtension.cs: 1136 - Found 35 in left_leg-1
2023-03-28 22:49:20,379 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in left_leg-1
2023-03-28 22:49:20,380 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-1
2023-03-28 22:49:20,381 INFO  ExportHelperExtension.cs: 1136 - Found 60 in wheel-1
2023-03-28 22:49:20,381 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-1
2023-03-28 22:49:20,382 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-2
2023-03-28 22:49:20,383 INFO  ExportHelperExtension.cs: 1136 - Found 60 in wheel-2
2023-03-28 22:49:20,383 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-2
2023-03-28 22:49:20,384 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-3
2023-03-28 22:49:20,384 INFO  ExportHelperExtension.cs: 1136 - Found 60 in wheel-3
2023-03-28 22:49:20,385 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-3
2023-03-28 22:49:20,386 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from wheel-4
2023-03-28 22:49:20,386 INFO  ExportHelperExtension.cs: 1136 - Found 60 in wheel-4
2023-03-28 22:49:20,387 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in wheel-4
2023-03-28 22:49:20,388 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from body-1
2023-03-28 22:49:20,389 INFO  ExportHelperExtension.cs: 1136 - Found 124 in body-1
2023-03-28 22:49:20,390 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in body-1
2023-03-28 22:49:20,391 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from no_steering_urdf
2023-03-28 22:49:20,392 INFO  ExportHelperExtension.cs: 1136 - Found 41 in no_steering_urdf
2023-03-28 22:49:20,392 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in no_steering_urdf
2023-03-28 22:49:20,393 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-03-28 22:49:20,393 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2023-03-28 22:49:20,394 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from right_leg-1
2023-03-28 22:49:20,394 INFO  ExportHelperExtension.cs: 1136 - Found 34 in right_leg-1
2023-03-28 22:49:20,395 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in right_leg-1
2023-03-28 22:49:20,396 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from left_leg-1
2023-03-28 22:49:20,397 INFO  ExportHelperExtension.cs: 1136 - Found 35 in left_leg-1
2023-03-28 22:49:20,397 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in left_leg-1
2023-03-28 22:49:20,398 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-1
2023-03-28 22:49:20,398 INFO  ExportHelperExtension.cs: 1136 - Found 60 in wheel-1
2023-03-28 22:49:20,399 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel-1
2023-03-28 22:49:20,400 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-2
2023-03-28 22:49:20,400 INFO  ExportHelperExtension.cs: 1136 - Found 60 in wheel-2
2023-03-28 22:49:20,401 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel-2
2023-03-28 22:49:20,402 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-3
2023-03-28 22:49:20,402 INFO  ExportHelperExtension.cs: 1136 - Found 60 in wheel-3
2023-03-28 22:49:20,403 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel-3
2023-03-28 22:49:20,403 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from wheel-4
2023-03-28 22:49:20,404 INFO  ExportHelperExtension.cs: 1136 - Found 60 in wheel-4
2023-03-28 22:49:20,405 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in wheel-4
2023-03-28 22:49:20,405 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from body-1
2023-03-28 22:49:20,406 INFO  ExportHelperExtension.cs: 1136 - Found 124 in body-1
2023-03-28 22:49:20,407 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in body-1
2023-03-28 22:49:25,045 INFO  SwAddin.cs: 339 - Loading config tree
2023-03-28 22:49:25,047 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2023-03-28 22:49:25,050 INFO  SwAddin.cs: 344 - Showing property manager
2023-03-28 22:49:51,399 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:50:07,546 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:50:08,398 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:50:08,815 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:50:12,153 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:50:59,565 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:51:02,886 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:51:05,554 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:51:07,930 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:51:10,744 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:51:12,021 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:51:21,636 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2023-03-28 22:51:59,364 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2023-03-28 22:52:01,607 INFO  ExportHelperExtension.cs: 347 - Creating joint Left_Leg
2023-03-28 22:52:01,607 INFO  ExportHelperExtension.cs: 1397 - Fixing components for body
2023-03-28 22:52:01,608 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:52:01,608 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:52:01,780 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2023-03-28 22:52:01,784 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-28 22:52:01,784 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-28 22:52:01,785 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-28 22:52:03,760 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent body to child Left_Leg failed
2023-03-28 22:52:03,814 INFO  ExportHelperExtension.cs: 347 - Creating joint Wheel1
2023-03-28 22:52:03,815 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Left_Leg
2023-03-28 22:52:03,815 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2023-03-28 22:52:03,816 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:52:03,816 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:52:03,963 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2023-03-28 22:52:03,964 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-28 22:52:03,965 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-28 22:52:03,965 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-28 22:52:03,966 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 25
2023-03-28 22:52:05,932 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Left_Leg to child Wheel1 failed
2023-03-28 22:52:13,319 INFO  ExportHelperExtension.cs: 347 - Creating joint Wheel2
2023-03-28 22:52:13,320 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Left_Leg
2023-03-28 22:52:13,320 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2023-03-28 22:52:13,320 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:52:13,321 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:52:13,466 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2023-03-28 22:52:13,467 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-28 22:52:13,467 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-28 22:52:13,468 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-28 22:52:13,468 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 25
2023-03-28 22:52:15,449 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Left_Leg to child Wheel2 failed
2023-03-28 22:52:22,833 INFO  ExportHelperExtension.cs: 347 - Creating joint Right_Leg
2023-03-28 22:52:22,833 INFO  ExportHelperExtension.cs: 1397 - Fixing components for body
2023-03-28 22:52:22,834 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:52:22,834 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:52:22,971 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2023-03-28 22:52:22,972 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-28 22:52:22,972 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-28 22:52:22,972 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-28 22:52:24,889 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent body to child Right_Leg failed
2023-03-28 22:52:24,936 INFO  ExportHelperExtension.cs: 347 - Creating joint Wheel3
2023-03-28 22:52:24,936 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Right_Leg
2023-03-28 22:52:24,937 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2023-03-28 22:52:24,937 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:52:24,937 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:52:25,091 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2023-03-28 22:52:25,092 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2023-03-28 22:52:25,092 INFO  ExportHelperExtension.cs: 849 - L1: 0
2023-03-28 22:52:25,093 INFO  ExportHelperExtension.cs: 857 - L2: 0
2023-03-28 22:52:25,093 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 26
2023-03-28 22:52:27,204 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent Right_Leg to child Wheel3 failed
2023-03-28 22:52:34,703 INFO  ExportHelperExtension.cs: 347 - Creating joint Wheel4
2023-03-28 22:52:34,703 INFO  ExportHelperExtension.cs: 1397 - Fixing components for Right_Leg
2023-03-28 22:52:34,704 INFO  ExportHelperExtension.cs: 1402 - Fixing 26
2023-03-28 22:52:34,704 INFO  ExportHelperExtension.cs: 1402 - Fixing 24
2023-03-28 22:52:34,704 INFO  ExportHelperExtension.cs: 1409 - Component 24 is already fixed
2023-03-28 22:52:34,884 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
2023-03-28 22:52:34,884 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
